sms_text,category,true_merchant,true_amount
Paid Rs 1444 to Shell Petrol via UPI on 29-01-2026. Txn ID: 998877.,Travel,Shell Petrol,1444
Acct XX999 debited by Rs 1214 for Spencers on 02-02-2026.,Groceries,Spencers,1214
Paid Rs 550 to Starbucks via UPI on 28-01-2026. Txn ID: 998877.,Food,Starbucks,550
INR 654 charged on card ending 4455 at Burger King on 02-02-2026.,Food,Burger King,654
INR 338 charged on card ending 4455 at McDonalds on 19-01-2026.,Food,McDonalds,338
INR 1300 charged on card ending 4455 at Starbucks on 07-02-2026.,Food,Starbucks,1300
Txn of INR 835 done at Apollo Pharmacy on 03-02-2026 using UPI.,Health,Apollo Pharmacy,835
Paid Rs 517 to Shell Petrol via UPI on 06-02-2026. Txn ID: 998877.,Travel,Shell Petrol,517
INR 681 charged on card ending 4455 at Haldirams on 28-01-2026.,Food,Haldirams,681
UPI txn of Rs 1121 to KFC on 19-01-2026 is successful.,Food,KFC,1121
Alert: You have spent Rs 1670 at More Supermarket on 26-01-2026. Clear bal: Rs. 1200.00,Groceries,More Supermarket,1670
You paid Rs 1201 at H&M via POS on 17-01-2026.,Shopping,H&M,1201
UPI txn of Rs 1693 to IRCTC on 10-01-2026 is successful.,Travel,IRCTC,1693
"Dear User, INR 1279 spent on Apollo Pharmacy at 24-01-2026. Ref: 8932742.",Health,Apollo Pharmacy,1279
Acct XX999 debited by Rs 869 for McDonalds on 15-01-2026.,Food,McDonalds,869
Acct XX999 debited by Rs 161 for IRCTC on 09-02-2026.,Travel,IRCTC,161
You paid Rs 512 at Dmart via POS on 14-01-2026.,Groceries,Dmart,512
Paid Rs 715 to BigBasket via UPI on 04-02-2026. Txn ID: 998877.,Groceries,BigBasket,715
Txn of INR 1246 done at Gym Membership on 20-01-2026 using UPI.,Health,Gym Membership,1246
"Dear User, INR 1797 spent on 1mg at 03-02-2026. Ref: 8932742.",Health,1mg,1797
UPI txn of Rs 3373 to Amazon on 14-01-2026 is successful.,Shopping,Amazon,3373
INR 521 charged on card ending 4455 at Reliance Fresh on 23-01-2026.,Groceries,Reliance Fresh,521
Paid Rs 1705 to BookMyShow via UPI on 19-01-2026. Txn ID: 998877.,Entertainment,BookMyShow,1705
UPI txn of Rs 171 to Prime Video on 18-01-2026 is successful.,Entertainment,Prime Video,171
INR 1272 charged on card ending 4455 at Apollo Pharmacy on 07-02-2026.,Health,Apollo Pharmacy,1272
Txn of INR 192 done at PVR on 07-02-2026 using UPI.,Entertainment,PVR,192
Txn of INR 842 done at Practo on 10-01-2026 using UPI.,Health,Practo,842
Alert: You have spent Rs 989 at IndiGo on 09-02-2026. Clear bal: Rs. 1200.00,Travel,IndiGo,989
Rs. 2975 debited from a/c ending XX1234 on 09-02-2026 to Reliance Trends. Avl Bal: Rs 15000.,Shopping,Reliance Trends,2975
You paid Rs 4338 at Zara via POS on 10-01-2026.,Shopping,Zara,4338
"Dear User, INR 331 spent on Swiggy at 29-01-2026. Ref: 8932742.",Food,Swiggy,331
UPI txn of Rs 453 to PVR on 31-01-2026 is successful.,Entertainment,PVR,453
You paid Rs 967 at Pizza Hut via POS on 30-01-2026.,Food,Pizza Hut,967
You paid Rs 664 at Prime Video via POS on 31-01-2026.,Entertainment,Prime Video,664
"Dear User, INR 247 spent on Practo at 25-01-2026. Ref: 8932742.",Health,Practo,247
UPI txn of Rs 101 to KFC on 30-01-2026 is successful.,Food,KFC,101
Txn of INR 1907 done at More Supermarket on 01-02-2026 using UPI.,Groceries,More Supermarket,1907
"Dear User, INR 1236 spent on Spencers at 08-02-2026. Ref: 8932742.",Groceries,Spencers,1236
Txn of INR 1905 done at Dmart on 28-01-2026 using UPI.,Groceries,Dmart,1905
Rs. 625 debited from a/c ending XX1234 on 11-01-2026 to SonyLIV. Avl Bal: Rs 15000.,Entertainment,SonyLIV,625
You paid Rs 1284 at Apollo Pharmacy via POS on 12-01-2026.,Health,Apollo Pharmacy,1284
Acct XX999 debited by Rs 2794 for Amazon on 13-01-2026.,Shopping,Amazon,2794
Acct XX999 debited by Rs 324 for SpiceJet on 03-02-2026.,Travel,SpiceJet,324
UPI txn of Rs 1325 to Spencers on 23-01-2026 is successful.,Groceries,Spencers,1325
Txn of INR 309 done at Rapido on 27-01-2026 using UPI.,Travel,Rapido,309
Rs. 571 debited from a/c ending XX1234 on 09-02-2026 to Apollo Pharmacy. Avl Bal: Rs 15000.,Health,Apollo Pharmacy,571
You paid Rs 320 at KFC via POS on 14-01-2026.,Food,KFC,320
Txn of INR 1019 done at Dmart on 14-01-2026 using UPI.,Groceries,Dmart,1019
"Dear User, INR 510 spent on Metro at 08-02-2026. Ref: 8932742.",Travel,Metro,510
Acct XX999 debited by Rs 1003 for Prime Video on 25-01-2026.,Entertainment,Prime Video,1003
You paid Rs 177 at Uber via POS on 15-01-2026.,Travel,Uber,177
"Dear User, INR 1118 spent on Reliance Trends at 15-01-2026. Ref: 8932742.",Shopping,Reliance Trends,1118
Alert: You have spent Rs 1789 at Practo on 02-02-2026. Clear bal: Rs. 1200.00,Health,Practo,1789
UPI txn of Rs 50 to Netflix on 03-02-2026 is successful.,Entertainment,Netflix,50
Txn of INR 394 done at Spencers on 30-01-2026 using UPI.,Groceries,Spencers,394
Rs. 614 debited from a/c ending XX1234 on 22-01-2026 to 1mg. Avl Bal: Rs 15000.,Health,1mg,614
Txn of INR 924 done at Prime Video on 08-02-2026 using UPI.,Entertainment,Prime Video,924
Txn of INR 1146 done at Gaana on 22-01-2026 using UPI.,Entertainment,Gaana,1146
Paid Rs 4929 to Croma via UPI on 07-02-2026. Txn ID: 998877.,Shopping,Croma,4929
Acct XX999 debited by Rs 838 for Gym Membership on 01-02-2026.,Health,Gym Membership,838
You paid Rs 760 at Zara via POS on 08-02-2026.,Shopping,Zara,760
You paid Rs 1320 at More Supermarket via POS on 20-01-2026.,Groceries,More Supermarket,1320
You paid Rs 1095 at Practo via POS on 31-01-2026.,Health,Practo,1095
Acct XX999 debited by Rs 278 for PVR on 10-01-2026.,Entertainment,PVR,278
Alert: You have spent Rs 758 at Prime Video on 09-02-2026. Clear bal: Rs. 1200.00,Entertainment,Prime Video,758
INR 1220 charged on card ending 4455 at Dr Lal Pathlabs on 08-02-2026.,Health,Dr Lal Pathlabs,1220
Alert: You have spent Rs 1291 at BookMyShow on 06-02-2026. Clear bal: Rs. 1200.00,Entertainment,BookMyShow,1291
Acct XX999 debited by Rs 145 for SonyLIV on 06-02-2026.,Entertainment,SonyLIV,145
Rs. 182 debited from a/c ending XX1234 on 16-01-2026 to Dr Lal Pathlabs. Avl Bal: Rs 15000.,Health,Dr Lal Pathlabs,182
Rs. 1241 debited from a/c ending XX1234 on 25-01-2026 to Zomato. Avl Bal: Rs 15000.,Food,Zomato,1241
"Dear User, INR 1237 spent on Hotstar at 19-01-2026. Ref: 8932742.",Entertainment,Hotstar,1237
Rs. 1537 debited from a/c ending XX1234 on 13-01-2026 to Blinkit. Avl Bal: Rs 15000.,Groceries,Blinkit,1537
UPI txn of Rs 889 to BookMyShow on 04-02-2026 is successful.,Entertainment,BookMyShow,889
"Dear User, INR 330 spent on Reliance Fresh at 17-01-2026. Ref: 8932742.",Groceries,Reliance Fresh,330
INR 284 charged on card ending 4455 at Practo on 04-02-2026.,Health,Practo,284
Acct XX999 debited by Rs 1037 for Dominos on 04-02-2026.,Food,Dominos,1037
Txn of INR 1264 done at Netflix on 18-01-2026 using UPI.,Entertainment,Netflix,1264
"Dear User, INR 174 spent on Netflix at 06-02-2026. Ref: 8932742.",Entertainment,Netflix,174
Paid Rs 561 to Pizza Hut via UPI on 26-01-2026. Txn ID: 998877.,Food,Pizza Hut,561
Acct XX999 debited by Rs 455 for Starbucks on 07-02-2026.,Food,Starbucks,455
UPI txn of Rs 1690 to BigBasket on 01-02-2026 is successful.,Groceries,BigBasket,1690
Alert: You have spent Rs 890 at Netflix on 22-01-2026. Clear bal: Rs. 1200.00,Entertainment,Netflix,890
Txn of INR 285 done at More Supermarket on 23-01-2026 using UPI.,Groceries,More Supermarket,285
Acct XX999 debited by Rs 3339 for Reliance Trends on 15-01-2026.,Shopping,Reliance Trends,3339
INR 410 charged on card ending 4455 at Starbucks on 15-01-2026.,Food,Starbucks,410
Alert: You have spent Rs 3302 at Amazon on 27-01-2026. Clear bal: Rs. 1200.00,Shopping,Amazon,3302
Acct XX999 debited by Rs 80 for Blinkit on 15-01-2026.,Groceries,Blinkit,80
INR 1045 charged on card ending 4455 at Gym Membership on 02-02-2026.,Health,Gym Membership,1045
UPI txn of Rs 816 to Subway on 02-02-2026 is successful.,Food,Subway,816
Paid Rs 1684 to PVR via UPI on 22-01-2026. Txn ID: 998877.,Entertainment,PVR,1684
"Dear User, INR 858 spent on Dmart at 16-01-2026. Ref: 8932742.",Groceries,Dmart,858
You paid Rs 595 at Subway via POS on 24-01-2026.,Food,Subway,595
You paid Rs 294 at Swiggy via POS on 09-02-2026.,Food,Swiggy,294
You paid Rs 938 at Apollo Pharmacy via POS on 22-01-2026.,Health,Apollo Pharmacy,938
Rs. 1140 debited from a/c ending XX1234 on 03-02-2026 to Croma. Avl Bal: Rs 15000.,Shopping,Croma,1140
Alert: You have spent Rs 1102 at SonyLIV on 04-02-2026. Clear bal: Rs. 1200.00,Entertainment,SonyLIV,1102
Paid Rs 672 to Swiggy via UPI on 16-01-2026. Txn ID: 998877.,Food,Swiggy,672
UPI txn of Rs 343 to Blinkit on 12-01-2026 is successful.,Groceries,Blinkit,343
Paid Rs 1536 to 1mg via UPI on 26-01-2026. Txn ID: 998877.,Health,1mg,1536
Acct XX999 debited by Rs 1106 for Indian Oil on 08-02-2026.,Travel,Indian Oil,1106
INR 236 charged on card ending 4455 at 1mg on 24-01-2026.,Health,1mg,236
Txn of INR 1867 done at Gaana on 31-01-2026 using UPI.,Entertainment,Gaana,1867
Paid Rs 159 to Blinkit via UPI on 15-01-2026. Txn ID: 998877.,Groceries,Blinkit,159
Acct XX999 debited by Rs 369 for Blinkit on 01-02-2026.,Groceries,Blinkit,369
Txn of INR 1050 done at Dr Lal Pathlabs on 10-01-2026 using UPI.,Health,Dr Lal Pathlabs,1050
Rs. 1190 debited from a/c ending XX1234 on 04-02-2026 to Practo. Avl Bal: Rs 15000.,Health,Practo,1190
INR 3124 charged on card ending 4455 at Flipkart on 16-01-2026.,Shopping,Flipkart,3124
INR 3693 charged on card ending 4455 at Ajio on 01-02-2026.,Shopping,Ajio,3693
UPI txn of Rs 982 to 1mg on 16-01-2026 is successful.,Health,1mg,982
You paid Rs 1142 at Ajio via POS on 13-01-2026.,Shopping,Ajio,1142
Txn of INR 1519 done at SpiceJet on 04-02-2026 using UPI.,Travel,SpiceJet,1519
"Dear User, INR 1684 spent on Spencers at 28-01-2026. Ref: 8932742.",Groceries,Spencers,1684
Acct XX999 debited by Rs 1082 for Dmart on 06-02-2026.,Groceries,Dmart,1082
Rs. 660 debited from a/c ending XX1234 on 27-01-2026 to IndiGo. Avl Bal: Rs 15000.,Travel,IndiGo,660
INR 1477 charged on card ending 4455 at McDonalds on 09-02-2026.,Food,McDonalds,1477
Rs. 920 debited from a/c ending XX1234 on 28-01-2026 to Prime Video. Avl Bal: Rs 15000.,Entertainment,Prime Video,920
Rs. 1465 debited from a/c ending XX1234 on 06-02-2026 to 1mg. Avl Bal: Rs 15000.,Health,1mg,1465
"Dear User, INR 826 spent on Netmeds at 31-01-2026. Ref: 8932742.",Health,Netmeds,826
Alert: You have spent Rs 1414 at Spencers on 17-01-2026. Clear bal: Rs. 1200.00,Groceries,Spencers,1414
INR 333 charged on card ending 4455 at Apollo Pharmacy on 25-01-2026.,Health,Apollo Pharmacy,333
"Dear User, INR 162 spent on BookMyShow at 20-01-2026. Ref: 8932742.",Entertainment,BookMyShow,162
Alert: You have spent Rs 1904 at Practo on 16-01-2026. Clear bal: Rs. 1200.00,Health,Practo,1904
Alert: You have spent Rs 864 at Prime Video on 30-01-2026. Clear bal: Rs. 1200.00,Entertainment,Prime Video,864
INR 1152 charged on card ending 4455 at Spotify on 12-01-2026.,Entertainment,Spotify,1152
Paid Rs 693 to 1mg via UPI on 31-01-2026. Txn ID: 998877.,Health,1mg,693
INR 1411 charged on card ending 4455 at Burger King on 19-01-2026.,Food,Burger King,1411
UPI txn of Rs 1193 to Burger King on 28-01-2026 is successful.,Food,Burger King,1193
You paid Rs 798 at IndiGo via POS on 16-01-2026.,Travel,IndiGo,798
Alert: You have spent Rs 896 at Practo on 10-01-2026. Clear bal: Rs. 1200.00,Health,Practo,896
Acct XX999 debited by Rs 1058 for Netflix on 28-01-2026.,Entertainment,Netflix,1058
Txn of INR 1584 done at Shell Petrol on 15-01-2026 using UPI.,Travel,Shell Petrol,1584
Paid Rs 172 to Rapido via UPI on 18-01-2026. Txn ID: 998877.,Travel,Rapido,172
Paid Rs 83 to Uber via UPI on 06-02-2026. Txn ID: 998877.,Travel,Uber,83
INR 1283 charged on card ending 4455 at BookMyShow on 08-02-2026.,Entertainment,BookMyShow,1283
Rs. 1229 debited from a/c ending XX1234 on 05-02-2026 to Practo. Avl Bal: Rs 15000.,Health,Practo,1229
Txn of INR 1867 done at Gaana on 26-01-2026 using UPI.,Entertainment,Gaana,1867
Acct XX999 debited by Rs 498 for Spotify on 21-01-2026.,Entertainment,Spotify,498
Rs. 2800 debited from a/c ending XX1234 on 20-01-2026 to Zara. Avl Bal: Rs 15000.,Shopping,Zara,2800
Txn of INR 1378 done at Spencers on 15-01-2026 using UPI.,Groceries,Spencers,1378
Rs. 1176 debited from a/c ending XX1234 on 26-01-2026 to Apollo Pharmacy. Avl Bal: Rs 15000.,Health,Apollo Pharmacy,1176
Paid Rs 1507 to IndiGo via UPI on 04-02-2026. Txn ID: 998877.,Travel,IndiGo,1507
Alert: You have spent Rs 682 at Hotstar on 25-01-2026. Clear bal: Rs. 1200.00,Entertainment,Hotstar,682
Paid Rs 152 to SonyLIV via UPI on 15-01-2026. Txn ID: 998877.,Entertainment,SonyLIV,152
UPI txn of Rs 574 to Dmart on 23-01-2026 is successful.,Groceries,Dmart,574
"Dear User, INR 188 spent on Dr Lal Pathlabs at 12-01-2026. Ref: 8932742.",Health,Dr Lal Pathlabs,188
Acct XX999 debited by Rs 331 for Netmeds on 23-01-2026.,Health,Netmeds,331
INR 949 charged on card ending 4455 at More Supermarket on 03-02-2026.,Groceries,More Supermarket,949
INR 1867 charged on card ending 4455 at Ola on 28-01-2026.,Travel,Ola,1867
Paid Rs 1464 to Dominos via UPI on 17-01-2026. Txn ID: 998877.,Food,Dominos,1464
You paid Rs 1227 at Blinkit via POS on 21-01-2026.,Groceries,Blinkit,1227
Rs. 1126 debited from a/c ending XX1234 on 25-01-2026 to Gym Membership. Avl Bal: Rs 15000.,Health,Gym Membership,1126
Acct XX999 debited by Rs 2739 for Myntra on 15-01-2026.,Shopping,Myntra,2739
UPI txn of Rs 1854 to Myntra on 22-01-2026 is successful.,Shopping,Myntra,1854
"Dear User, INR 545 spent on Spencers at 30-01-2026. Ref: 8932742.",Groceries,Spencers,545
Paid Rs 726 to Shell Petrol via UPI on 01-02-2026. Txn ID: 998877.,Travel,Shell Petrol,726
Paid Rs 827 to Metro via UPI on 19-01-2026. Txn ID: 998877.,Travel,Metro,827
INR 801 charged on card ending 4455 at Cafe Coffee Day on 18-01-2026.,Food,Cafe Coffee Day,801
Acct XX999 debited by Rs 1144 for McDonalds on 24-01-2026.,Food,McDonalds,1144
Rs. 1845 debited from a/c ending XX1234 on 11-01-2026 to Prime Video. Avl Bal: Rs 15000.,Entertainment,Prime Video,1845
Txn of INR 838 done at Ajio on 13-01-2026 using UPI.,Shopping,Ajio,838
You paid Rs 1718 at Prime Video via POS on 02-02-2026.,Entertainment,Prime Video,1718
Acct XX999 debited by Rs 1738 for Croma on 06-02-2026.,Shopping,Croma,1738
INR 781 charged on card ending 4455 at McDonalds on 09-02-2026.,Food,McDonalds,781
INR 166 charged on card ending 4455 at McDonalds on 05-02-2026.,Food,McDonalds,166
Txn of INR 4658 done at Reliance Trends on 25-01-2026 using UPI.,Shopping,Reliance Trends,4658
INR 1403 charged on card ending 4455 at Subway on 06-02-2026.,Food,Subway,1403
Acct XX999 debited by Rs 1942 for Spencers on 06-02-2026.,Groceries,Spencers,1942
INR 1169 charged on card ending 4455 at Gaana on 15-01-2026.,Entertainment,Gaana,1169
INR 1101 charged on card ending 4455 at Zomato on 30-01-2026.,Food,Zomato,1101
Acct XX999 debited by Rs 918 for Apollo Pharmacy on 24-01-2026.,Health,Apollo Pharmacy,918
Txn of INR 508 done at Netmeds on 17-01-2026 using UPI.,Health,Netmeds,508
"Dear User, INR 188 spent on IndiGo at 14-01-2026. Ref: 8932742.",Travel,IndiGo,188
INR 59 charged on card ending 4455 at SpiceJet on 07-02-2026.,Travel,SpiceJet,59
Acct XX999 debited by Rs 1764 for IndiGo on 06-02-2026.,Travel,IndiGo,1764
Paid Rs 110 to BookMyShow via UPI on 30-01-2026. Txn ID: 998877.,Entertainment,BookMyShow,110
Paid Rs 1167 to Dr Lal Pathlabs via UPI on 19-01-2026. Txn ID: 998877.,Health,Dr Lal Pathlabs,1167
"Dear User, INR 1408 spent on Pizza Hut at 10-01-2026. Ref: 8932742.",Food,Pizza Hut,1408
Paid Rs 2056 to Decathlon via UPI on 07-02-2026. Txn ID: 998877.,Shopping,Decathlon,2056
"Dear User, INR 1201 spent on BookMyShow at 01-02-2026. Ref: 8932742.",Entertainment,BookMyShow,1201
Rs. 623 debited from a/c ending XX1234 on 20-01-2026 to Uber. Avl Bal: Rs 15000.,Travel,Uber,623
Paid Rs 1679 to Dr Lal Pathlabs via UPI on 13-01-2026. Txn ID: 998877.,Health,Dr Lal Pathlabs,1679
You paid Rs 533 at Gaana via POS on 23-01-2026.,Entertainment,Gaana,533
Paid Rs 1869 to Uber via UPI on 14-01-2026. Txn ID: 998877.,Travel,Uber,1869
INR 1173 charged on card ending 4455 at Haldirams on 07-02-2026.,Food,Haldirams,1173
UPI txn of Rs 1867 to Spotify on 08-02-2026 is successful.,Entertainment,Spotify,1867
UPI txn of Rs 863 to Pizza Hut on 03-02-2026 is successful.,Food,Pizza Hut,863
Txn of INR 3139 done at Myntra on 21-01-2026 using UPI.,Shopping,Myntra,3139
Alert: You have spent Rs 1689 at Zara on 12-01-2026. Clear bal: Rs. 1200.00,Shopping,Zara,1689
You paid Rs 1858 at 1mg via POS on 23-01-2026.,Health,1mg,1858
You paid Rs 1048 at BigBasket via POS on 08-02-2026.,Groceries,BigBasket,1048
Acct XX999 debited by Rs 91 for BigBasket on 16-01-2026.,Groceries,BigBasket,91
Acct XX999 debited by Rs 1199 for Dominos on 05-02-2026.,Food,Dominos,1199
"Dear User, INR 855 spent on Dr Lal Pathlabs at 18-01-2026. Ref: 8932742.",Health,Dr Lal Pathlabs,855
Alert: You have spent Rs 1298 at Shell Petrol on 04-02-2026. Clear bal: Rs. 1200.00,Travel,Shell Petrol,1298
UPI txn of Rs 1474 to 1mg on 29-01-2026 is successful.,Health,1mg,1474
Paid Rs 937 to Netmeds via UPI on 16-01-2026. Txn ID: 998877.,Health,Netmeds,937
You paid Rs 1746 at 1mg via POS on 29-01-2026.,Health,1mg,1746
Rs. 1707 debited from a/c ending XX1234 on 15-01-2026 to Gym Membership. Avl Bal: Rs 15000.,Health,Gym Membership,1707
You paid Rs 1119 at Pizza Hut via POS on 17-01-2026.,Food,Pizza Hut,1119
You paid Rs 911 at Starbucks via POS on 14-01-2026.,Food,Starbucks,911
INR 1493 charged on card ending 4455 at Metro on 08-02-2026.,Travel,Metro,1493
Rs. 2494 debited from a/c ending XX1234 on 04-02-2026 to Zara. Avl Bal: Rs 15000.,Shopping,Zara,2494
You paid Rs 1301 at IndiGo via POS on 13-01-2026.,Travel,IndiGo,1301
You paid Rs 195 at Spencers via POS on 28-01-2026.,Groceries,Spencers,195
"Dear User, INR 4107 spent on Amazon at 08-02-2026. Ref: 8932742.",Shopping,Amazon,4107
Alert: You have spent Rs 1882 at Spencers on 06-02-2026. Clear bal: Rs. 1200.00,Groceries,Spencers,1882
Rs. 68 debited from a/c ending XX1234 on 25-01-2026 to Uber. Avl Bal: Rs 15000.,Travel,Uber,68
Rs. 209 debited from a/c ending XX1234 on 20-01-2026 to Hotstar. Avl Bal: Rs 15000.,Entertainment,Hotstar,209
Alert: You have spent Rs 344 at Practo on 14-01-2026. Clear bal: Rs. 1200.00,Health,Practo,344
Alert: You have spent Rs 517 at More Supermarket on 20-01-2026. Clear bal: Rs. 1200.00,Groceries,More Supermarket,517
Acct XX999 debited by Rs 1264 for Uber on 04-02-2026.,Travel,Uber,1264
You paid Rs 296 at 1mg via POS on 13-01-2026.,Health,1mg,296
INR 186 charged on card ending 4455 at SpiceJet on 07-02-2026.,Travel,SpiceJet,186
Rs. 1954 debited from a/c ending XX1234 on 22-01-2026 to Hotstar. Avl Bal: Rs 15000.,Entertainment,Hotstar,1954
INR 1209 charged on card ending 4455 at Reliance Trends on 24-01-2026.,Shopping,Reliance Trends,1209
You paid Rs 936 at Spotify via POS on 23-01-2026.,Entertainment,Spotify,936
Txn of INR 404 done at Gaana on 07-02-2026 using UPI.,Entertainment,Gaana,404
UPI txn of Rs 1032 to Flipkart on 10-01-2026 is successful.,Shopping,Flipkart,1032
Alert: You have spent Rs 803 at Gym Membership on 11-01-2026. Clear bal: Rs. 1200.00,Health,Gym Membership,803
"Dear User, INR 1777 spent on More Supermarket at 16-01-2026. Ref: 8932742.",Groceries,More Supermarket,1777
"Dear User, INR 1555 spent on More Supermarket at 06-02-2026. Ref: 8932742.",Groceries,More Supermarket,1555
You paid Rs 392 at Reliance Fresh via POS on 29-01-2026.,Groceries,Reliance Fresh,392
INR 1232 charged on card ending 4455 at IndiGo on 17-01-2026.,Travel,IndiGo,1232
Paid Rs 1796 to Netmeds via UPI on 04-02-2026. Txn ID: 998877.,Health,Netmeds,1796
Rs. 1764 debited from a/c ending XX1234 on 30-01-2026 to Practo. Avl Bal: Rs 15000.,Health,Practo,1764
Paid Rs 1295 to Spotify via UPI on 14-01-2026. Txn ID: 998877.,Entertainment,Spotify,1295
Paid Rs 587 to McDonalds via UPI on 04-02-2026. Txn ID: 998877.,Food,McDonalds,587
Rs. 1060 debited from a/c ending XX1234 on 29-01-2026 to RedBus. Avl Bal: Rs 15000.,Travel,RedBus,1060
You paid Rs 445 at Prime Video via POS on 10-01-2026.,Entertainment,Prime Video,445
Txn of INR 812 done at Starbucks on 20-01-2026 using UPI.,Food,Starbucks,812
You paid Rs 1021 at Rapido via POS on 12-01-2026.,Travel,Rapido,1021
Rs. 1815 debited from a/c ending XX1234 on 27-01-2026 to Shell Petrol. Avl Bal: Rs 15000.,Travel,Shell Petrol,1815
Acct XX999 debited by Rs 1899 for Spotify on 30-01-2026.,Entertainment,Spotify,1899
Paid Rs 1624 to Reliance Trends via UPI on 23-01-2026. Txn ID: 998877.,Shopping,Reliance Trends,1624
UPI txn of Rs 656 to More Supermarket on 20-01-2026 is successful.,Groceries,More Supermarket,656
