amount,merchant,date,original_text,true_category
1492,Hotstar,14-01-2026,Txn of INR 1492 done at Hotstar on 14-01-2026 using UPI.,Entertainment
1670,SpiceJet,18-01-2026,UPI txn of Rs 1670 to SpiceJet on 18-01-2026 is successful.,Travel
1683,Netflix,30-01-2026,Paid Rs 1683 to Netflix via UPI on 30-01-2026. Txn ID: 998877.,Entertainment
851,Metro,28-01-2026,You paid Rs 851 at Metro via POS on 28-01-2026.,Travel
461,Spotify,02-02-2026,Alert: You have spent Rs 461 at Spotify on 02-02-2026. Clear bal: Rs. 1200.00,Entertainment
4003,card ending 4455,28-01-2026,INR 4003 charged on card ending 4455 at Myntra on 28-01-2026.,Shopping
414,card ending 4455,13-01-2026,INR 414 charged on card ending 4455 at KFC on 13-01-2026.,Food
645,Spencers,18-01-2026,"Dear User, INR 645 spent on Spencers at 18-01-2026. Ref: 8932742.",Groceries
1149,1mg,25-01-2026,Paid Rs 1149 to 1mg via UPI on 25-01-2026. Txn ID: 998877.,Health
336,RedBus,20-01-2026,Acct XX999 debited by Rs 336 for RedBus on 20-01-2026.,Travel
3319,08-02-2026 to Reliance Trends,08-02-2026,Rs. 3319 debited from a/c ending XX1234 on 08-02-2026 to Reliance Trends. Avl Bal: Rs 15000.,Shopping
1184,card ending 4455,21-01-2026,INR 1184 charged on card ending 4455 at Netmeds on 21-01-2026.,Health
275,Gym Membership,30-01-2026,Paid Rs 275 to Gym Membership via UPI on 30-01-2026. Txn ID: 998877.,Health
143,More Supermarket,09-02-2026,Paid Rs 143 to More Supermarket via UPI on 09-02-2026. Txn ID: 998877.,Groceries
3597,Dec,08-02-2026,Paid Rs 3597 to Decathlon via UPI on 08-02-2026. Txn ID: 998877.,Shopping
3301,Croma,24-01-2026,Alert: You have spent Rs 3301 at Croma on 24-01-2026. Clear bal: Rs. 1200.00,Shopping
406,card ending 4455,14-01-2026,INR 406 charged on card ending 4455 at Netmeds on 14-01-2026.,Health
78,Ola,15-01-2026,Txn of INR 78 done at Ola on 15-01-2026 using UPI.,Travel
2234,Croma,09-02-2026,Alert: You have spent Rs 2234 at Croma on 09-02-2026. Clear bal: Rs. 1200.00,Shopping
970,More Supermarket,09-02-2026,Txn of INR 970 done at More Supermarket on 09-02-2026 using UPI.,Groceries
707,05-02-2026 to Practo,05-02-2026,Rs. 707 debited from a/c ending XX1234 on 05-02-2026 to Practo. Avl Bal: Rs 15000.,Health
76,Prime Video,26-01-2026,You paid Rs 76 at Prime Video via POS on 26-01-2026.,Entertainment
187,13-01-2026 to Zom,13-01-2026,Rs. 187 debited from a/c ending XX1234 on 13-01-2026 to Zomato. Avl Bal: Rs 15000.,Food
278,card ending 4455,03-02-2026,INR 278 charged on card ending 4455 at Ola on 03-02-2026.,Travel
284,RedBus,17-01-2026,"Dear User, INR 284 spent on RedBus at 17-01-2026. Ref: 8932742.",Travel
224,Starbucks,11-01-2026,UPI txn of Rs 224 to Starbucks on 11-01-2026 is successful.,Food
4576,Ajio,07-02-2026,Paid Rs 4576 to Ajio via UPI on 07-02-2026. Txn ID: 998877.,Shopping
1149,Gaana,22-01-2026,Acct XX999 debited by Rs 1149 for Gaana on 22-01-2026.,Entertainment
794,Dominos,11-01-2026,You paid Rs 794 at Dominos via POS on 11-01-2026.,Food
3503,Reliance Trends,24-01-2026,You paid Rs 3503 at Reliance Trends via POS on 24-01-2026.,Shopping
1031,Flipkart,17-01-2026,Alert: You have spent Rs 1031 at Flipkart on 17-01-2026. Clear bal: Rs. 1200.00,Shopping
280,More Supermarket,31-01-2026,Acct XX999 debited by Rs 280 for More Supermarket on 31-01-2026.,Groceries
2330,Reliance Trends,09-02-2026,Txn of INR 2330 done at Reliance Trends on 09-02-2026 using UPI.,Shopping
1014,IndiGo,19-01-2026,Alert: You have spent Rs 1014 at IndiGo on 19-01-2026. Clear bal: Rs. 1200.00,Travel
4300,Croma,04-02-2026,Txn of INR 4300 done at Croma on 04-02-2026 using UPI.,Shopping
1536,card ending 4455,25-01-2026,INR 1536 charged on card ending 4455 at Decathlon on 25-01-2026.,Shopping
1302,S,20-01-2026,Alert: You have spent Rs 1302 at SonyLIV on 20-01-2026. Clear bal: Rs. 1200.00,Entertainment
488,PVR,20-01-2026,UPI txn of Rs 488 to PVR on 20-01-2026 is successful.,Entertainment
1444,Shell Petrol,29-01-2026,Paid Rs 1444 to Shell Petrol via UPI on 29-01-2026. Txn ID: 998877.,Travel
1214,Spencers,02-02-2026,Acct XX999 debited by Rs 1214 for Spencers on 02-02-2026.,Groceries
550,Starbucks,28-01-2026,Paid Rs 550 to Starbucks via UPI on 28-01-2026. Txn ID: 998877.,Food
654,card ending 4455,02-02-2026,INR 654 charged on card ending 4455 at Burger King on 02-02-2026.,Food
338,card ending 4455,19-01-2026,INR 338 charged on card ending 4455 at McDonalds on 19-01-2026.,Food
1300,card ending 4455,07-02-2026,INR 1300 charged on card ending 4455 at Starbucks on 07-02-2026.,Food
835,Apollo Pharmacy,03-02-2026,Txn of INR 835 done at Apollo Pharmacy on 03-02-2026 using UPI.,Health
517,Shell Petrol,06-02-2026,Paid Rs 517 to Shell Petrol via UPI on 06-02-2026. Txn ID: 998877.,Travel
681,card ending 4455,28-01-2026,INR 681 charged on card ending 4455 at Haldirams on 28-01-2026.,Food
1121,KFC,19-01-2026,UPI txn of Rs 1121 to KFC on 19-01-2026 is successful.,Food
1670,More Supermarket,26-01-2026,Alert: You have spent Rs 1670 at More Supermarket on 26-01-2026. Clear bal: Rs. 1200.00,Groceries
1201,H&M,17-01-2026,You paid Rs 1201 at H&M via POS on 17-01-2026.,Shopping
1693,IRCTC,10-01-2026,UPI txn of Rs 1693 to IRCTC on 10-01-2026 is successful.,Travel
1279,Apollo Pharmacy,24-01-2026,"Dear User, INR 1279 spent on Apollo Pharmacy at 24-01-2026. Ref: 8932742.",Health
869,McD,15-01-2026,Acct XX999 debited by Rs 869 for McDonalds on 15-01-2026.,Food
161,IRCTC,09-02-2026,Acct XX999 debited by Rs 161 for IRCTC on 09-02-2026.,Travel
512,Dmart,14-01-2026,You paid Rs 512 at Dmart via POS on 14-01-2026.,Groceries
715,BigBasket,04-02-2026,Paid Rs 715 to BigBasket via UPI on 04-02-2026. Txn ID: 998877.,Groceries
1246,Gym Membership,20-01-2026,Txn of INR 1246 done at Gym Membership on 20-01-2026 using UPI.,Health
1797,1mg,03-02-2026,"Dear User, INR 1797 spent on 1mg at 03-02-2026. Ref: 8932742.",Health
3373,Amaz,14-01-2026,UPI txn of Rs 3373 to Amazon on 14-01-2026 is successful.,Shopping
521,card ending 4455,23-01-2026,INR 521 charged on card ending 4455 at Reliance Fresh on 23-01-2026.,Groceries
1705,BookMyShow,19-01-2026,Paid Rs 1705 to BookMyShow via UPI on 19-01-2026. Txn ID: 998877.,Entertainment
171,Prime Video,18-01-2026,UPI txn of Rs 171 to Prime Video on 18-01-2026 is successful.,Entertainment
1272,card ending 4455,07-02-2026,INR 1272 charged on card ending 4455 at Apollo Pharmacy on 07-02-2026.,Health
192,PVR,07-02-2026,Txn of INR 192 done at PVR on 07-02-2026 using UPI.,Entertainment
842,Practo,10-01-2026,Txn of INR 842 done at Practo on 10-01-2026 using UPI.,Health
989,IndiGo,09-02-2026,Alert: You have spent Rs 989 at IndiGo on 09-02-2026. Clear bal: Rs. 1200.00,Travel
2975,09-02-2026 to Reliance Trends,09-02-2026,Rs. 2975 debited from a/c ending XX1234 on 09-02-2026 to Reliance Trends. Avl Bal: Rs 15000.,Shopping
4338,Zara,10-01-2026,You paid Rs 4338 at Zara via POS on 10-01-2026.,Shopping
331,Swiggy,29-01-2026,"Dear User, INR 331 spent on Swiggy at 29-01-2026. Ref: 8932742.",Food
453,PVR,31-01-2026,UPI txn of Rs 453 to PVR on 31-01-2026 is successful.,Entertainment
967,Pizza Hut,30-01-2026,You paid Rs 967 at Pizza Hut via POS on 30-01-2026.,Food
664,Prime Video,31-01-2026,You paid Rs 664 at Prime Video via POS on 31-01-2026.,Entertainment
247,Practo,25-01-2026,"Dear User, INR 247 spent on Practo at 25-01-2026. Ref: 8932742.",Health
101,KFC,30-01-2026,UPI txn of Rs 101 to KFC on 30-01-2026 is successful.,Food
1907,More Supermarket,01-02-2026,Txn of INR 1907 done at More Supermarket on 01-02-2026 using UPI.,Groceries
1236,Spencers,08-02-2026,"Dear User, INR 1236 spent on Spencers at 08-02-2026. Ref: 8932742.",Groceries
1905,Dmart,28-01-2026,Txn of INR 1905 done at Dmart on 28-01-2026 using UPI.,Groceries
625,11-01-2026 to S,11-01-2026,Rs. 625 debited from a/c ending XX1234 on 11-01-2026 to SonyLIV. Avl Bal: Rs 15000.,Entertainment
1284,Apollo Pharmacy,12-01-2026,You paid Rs 1284 at Apollo Pharmacy via POS on 12-01-2026.,Health
2794,Amaz,13-01-2026,Acct XX999 debited by Rs 2794 for Amazon on 13-01-2026.,Shopping
324,SpiceJet,03-02-2026,Acct XX999 debited by Rs 324 for SpiceJet on 03-02-2026.,Travel
1325,Spencers,23-01-2026,UPI txn of Rs 1325 to Spencers on 23-01-2026 is successful.,Groceries
309,Rapido,27-01-2026,Txn of INR 309 done at Rapido on 27-01-2026 using UPI.,Travel
571,09-02-2026 to Apollo Pharmacy,09-02-2026,Rs. 571 debited from a/c ending XX1234 on 09-02-2026 to Apollo Pharmacy. Avl Bal: Rs 15000.,Health
320,KFC,14-01-2026,You paid Rs 320 at KFC via POS on 14-01-2026.,Food
1019,Dmart,14-01-2026,Txn of INR 1019 done at Dmart on 14-01-2026 using UPI.,Groceries
510,Metro,08-02-2026,"Dear User, INR 510 spent on Metro at 08-02-2026. Ref: 8932742.",Travel
1003,Prime Video,25-01-2026,Acct XX999 debited by Rs 1003 for Prime Video on 25-01-2026.,Entertainment
177,Uber,15-01-2026,You paid Rs 177 at Uber via POS on 15-01-2026.,Travel
1118,Reliance Trends,15-01-2026,"Dear User, INR 1118 spent on Reliance Trends at 15-01-2026. Ref: 8932742.",Shopping
1789,Practo,02-02-2026,Alert: You have spent Rs 1789 at Practo on 02-02-2026. Clear bal: Rs. 1200.00,Health
50,Netflix,03-02-2026,UPI txn of Rs 50 to Netflix on 03-02-2026 is successful.,Entertainment
394,Spencers,30-01-2026,Txn of INR 394 done at Spencers on 30-01-2026 using UPI.,Groceries
614,22-01-2026 to 1mg,22-01-2026,Rs. 614 debited from a/c ending XX1234 on 22-01-2026 to 1mg. Avl Bal: Rs 15000.,Health
924,Prime Video,08-02-2026,Txn of INR 924 done at Prime Video on 08-02-2026 using UPI.,Entertainment
1146,Gaana,22-01-2026,Txn of INR 1146 done at Gaana on 22-01-2026 using UPI.,Entertainment
4929,Croma,07-02-2026,Paid Rs 4929 to Croma via UPI on 07-02-2026. Txn ID: 998877.,Shopping
838,Gym Membership,01-02-2026,Acct XX999 debited by Rs 838 for Gym Membership on 01-02-2026.,Health
760,Zara,08-02-2026,You paid Rs 760 at Zara via POS on 08-02-2026.,Shopping
1320,More Supermarket,20-01-2026,You paid Rs 1320 at More Supermarket via POS on 20-01-2026.,Groceries
1095,Practo,31-01-2026,You paid Rs 1095 at Practo via POS on 31-01-2026.,Health
278,PVR,10-01-2026,Acct XX999 debited by Rs 278 for PVR on 10-01-2026.,Entertainment
758,Prime Video,09-02-2026,Alert: You have spent Rs 758 at Prime Video on 09-02-2026. Clear bal: Rs. 1200.00,Entertainment
1220,card ending 4455,08-02-2026,INR 1220 charged on card ending 4455 at Dr Lal Pathlabs on 08-02-2026.,Health
1291,BookMyShow,06-02-2026,Alert: You have spent Rs 1291 at BookMyShow on 06-02-2026. Clear bal: Rs. 1200.00,Entertainment
145,S,06-02-2026,Acct XX999 debited by Rs 145 for SonyLIV on 06-02-2026.,Entertainment
182,16-01-2026 to Dr Lal P,16-01-2026,Rs. 182 debited from a/c ending XX1234 on 16-01-2026 to Dr Lal Pathlabs. Avl Bal: Rs 15000.,Health
1241,25-01-2026 to Zom,25-01-2026,Rs. 1241 debited from a/c ending XX1234 on 25-01-2026 to Zomato. Avl Bal: Rs 15000.,Food
1237,Hotstar,19-01-2026,"Dear User, INR 1237 spent on Hotstar at 19-01-2026. Ref: 8932742.",Entertainment
1537,13-01-2026 to Blinkit,13-01-2026,Rs. 1537 debited from a/c ending XX1234 on 13-01-2026 to Blinkit. Avl Bal: Rs 15000.,Groceries
889,BookMyShow,04-02-2026,UPI txn of Rs 889 to BookMyShow on 04-02-2026 is successful.,Entertainment
330,Reliance Fresh,17-01-2026,"Dear User, INR 330 spent on Reliance Fresh at 17-01-2026. Ref: 8932742.",Groceries
284,card ending 4455,04-02-2026,INR 284 charged on card ending 4455 at Practo on 04-02-2026.,Health
1037,Dominos,04-02-2026,Acct XX999 debited by Rs 1037 for Dominos on 04-02-2026.,Food
1264,Netflix,18-01-2026,Txn of INR 1264 done at Netflix on 18-01-2026 using UPI.,Entertainment
174,Netflix,06-02-2026,"Dear User, INR 174 spent on Netflix at 06-02-2026. Ref: 8932742.",Entertainment
561,Pizza Hut,26-01-2026,Paid Rs 561 to Pizza Hut via UPI on 26-01-2026. Txn ID: 998877.,Food
455,Starbucks,07-02-2026,Acct XX999 debited by Rs 455 for Starbucks on 07-02-2026.,Food
1690,BigBasket,01-02-2026,UPI txn of Rs 1690 to BigBasket on 01-02-2026 is successful.,Groceries
890,Netflix,22-01-2026,Alert: You have spent Rs 890 at Netflix on 22-01-2026. Clear bal: Rs. 1200.00,Entertainment
285,More Supermarket,23-01-2026,Txn of INR 285 done at More Supermarket on 23-01-2026 using UPI.,Groceries
3339,Reliance Trends,15-01-2026,Acct XX999 debited by Rs 3339 for Reliance Trends on 15-01-2026.,Shopping
410,card ending 4455,15-01-2026,INR 410 charged on card ending 4455 at Starbucks on 15-01-2026.,Food
3302,Amaz,27-01-2026,Alert: You have spent Rs 3302 at Amazon on 27-01-2026. Clear bal: Rs. 1200.00,Shopping
80,Blinkit,15-01-2026,Acct XX999 debited by Rs 80 for Blinkit on 15-01-2026.,Groceries
1045,card ending 4455,02-02-2026,INR 1045 charged on card ending 4455 at Gym Membership on 02-02-2026.,Health
816,Subway,02-02-2026,UPI txn of Rs 816 to Subway on 02-02-2026 is successful.,Food
1684,PVR,22-01-2026,Paid Rs 1684 to PVR via UPI on 22-01-2026. Txn ID: 998877.,Entertainment
858,Dmart,16-01-2026,"Dear User, INR 858 spent on Dmart at 16-01-2026. Ref: 8932742.",Groceries
595,Subway,24-01-2026,You paid Rs 595 at Subway via POS on 24-01-2026.,Food
294,Swiggy,09-02-2026,You paid Rs 294 at Swiggy via POS on 09-02-2026.,Food
938,Apollo Pharmacy,22-01-2026,You paid Rs 938 at Apollo Pharmacy via POS on 22-01-2026.,Health
1140,03-02-2026 to Croma,03-02-2026,Rs. 1140 debited from a/c ending XX1234 on 03-02-2026 to Croma. Avl Bal: Rs 15000.,Shopping
1102,S,04-02-2026,Alert: You have spent Rs 1102 at SonyLIV on 04-02-2026. Clear bal: Rs. 1200.00,Entertainment
672,Swiggy,16-01-2026,Paid Rs 672 to Swiggy via UPI on 16-01-2026. Txn ID: 998877.,Food
343,Blinkit,12-01-2026,UPI txn of Rs 343 to Blinkit on 12-01-2026 is successful.,Groceries
1536,1mg,26-01-2026,Paid Rs 1536 to 1mg via UPI on 26-01-2026. Txn ID: 998877.,Health
1106,Indian Oil,08-02-2026,Acct XX999 debited by Rs 1106 for Indian Oil on 08-02-2026.,Travel
236,card ending 4455,24-01-2026,INR 236 charged on card ending 4455 at 1mg on 24-01-2026.,Health
1867,Gaana,31-01-2026,Txn of INR 1867 done at Gaana on 31-01-2026 using UPI.,Entertainment
159,Blinkit,15-01-2026,Paid Rs 159 to Blinkit via UPI on 15-01-2026. Txn ID: 998877.,Groceries
369,Blinkit,01-02-2026,Acct XX999 debited by Rs 369 for Blinkit on 01-02-2026.,Groceries
1050,Dr Lal P,10-01-2026,Txn of INR 1050 done at Dr Lal Pathlabs on 10-01-2026 using UPI.,Health
1190,04-02-2026 to Practo,04-02-2026,Rs. 1190 debited from a/c ending XX1234 on 04-02-2026 to Practo. Avl Bal: Rs 15000.,Health
3124,card ending 4455,16-01-2026,INR 3124 charged on card ending 4455 at Flipkart on 16-01-2026.,Shopping
3693,card ending 4455,01-02-2026,INR 3693 charged on card ending 4455 at Ajio on 01-02-2026.,Shopping
982,1mg,16-01-2026,UPI txn of Rs 982 to 1mg on 16-01-2026 is successful.,Health
1142,Ajio,13-01-2026,You paid Rs 1142 at Ajio via POS on 13-01-2026.,Shopping
1519,SpiceJet,04-02-2026,Txn of INR 1519 done at SpiceJet on 04-02-2026 using UPI.,Travel
1684,Spencers,28-01-2026,"Dear User, INR 1684 spent on Spencers at 28-01-2026. Ref: 8932742.",Groceries
1082,Dmart,06-02-2026,Acct XX999 debited by Rs 1082 for Dmart on 06-02-2026.,Groceries
660,27-01-2026 to IndiGo,27-01-2026,Rs. 660 debited from a/c ending XX1234 on 27-01-2026 to IndiGo. Avl Bal: Rs 15000.,Travel
1477,card ending 4455,09-02-2026,INR 1477 charged on card ending 4455 at McDonalds on 09-02-2026.,Food
920,28-01-2026 to Prime Video,28-01-2026,Rs. 920 debited from a/c ending XX1234 on 28-01-2026 to Prime Video. Avl Bal: Rs 15000.,Entertainment
1465,06-02-2026 to 1mg,06-02-2026,Rs. 1465 debited from a/c ending XX1234 on 06-02-2026 to 1mg. Avl Bal: Rs 15000.,Health
826,Netmeds,31-01-2026,"Dear User, INR 826 spent on Netmeds at 31-01-2026. Ref: 8932742.",Health
1414,Spencers,17-01-2026,Alert: You have spent Rs 1414 at Spencers on 17-01-2026. Clear bal: Rs. 1200.00,Groceries
333,card ending 4455,25-01-2026,INR 333 charged on card ending 4455 at Apollo Pharmacy on 25-01-2026.,Health
162,BookMyShow,20-01-2026,"Dear User, INR 162 spent on BookMyShow at 20-01-2026. Ref: 8932742.",Entertainment
1904,Practo,16-01-2026,Alert: You have spent Rs 1904 at Practo on 16-01-2026. Clear bal: Rs. 1200.00,Health
864,Prime Video,30-01-2026,Alert: You have spent Rs 864 at Prime Video on 30-01-2026. Clear bal: Rs. 1200.00,Entertainment
1152,card ending 4455,12-01-2026,INR 1152 charged on card ending 4455 at Spotify on 12-01-2026.,Entertainment
693,1mg,31-01-2026,Paid Rs 693 to 1mg via UPI on 31-01-2026. Txn ID: 998877.,Health
1411,card ending 4455,19-01-2026,INR 1411 charged on card ending 4455 at Burger King on 19-01-2026.,Food
1193,Burger King,28-01-2026,UPI txn of Rs 1193 to Burger King on 28-01-2026 is successful.,Food
798,IndiGo,16-01-2026,You paid Rs 798 at IndiGo via POS on 16-01-2026.,Travel
896,Practo,10-01-2026,Alert: You have spent Rs 896 at Practo on 10-01-2026. Clear bal: Rs. 1200.00,Health
1058,Netflix,28-01-2026,Acct XX999 debited by Rs 1058 for Netflix on 28-01-2026.,Entertainment
1584,Shell Petrol,15-01-2026,Txn of INR 1584 done at Shell Petrol on 15-01-2026 using UPI.,Travel
172,Rapido,18-01-2026,Paid Rs 172 to Rapido via UPI on 18-01-2026. Txn ID: 998877.,Travel
83,Uber,06-02-2026,Paid Rs 83 to Uber via UPI on 06-02-2026. Txn ID: 998877.,Travel
1283,card ending 4455,08-02-2026,INR 1283 charged on card ending 4455 at BookMyShow on 08-02-2026.,Entertainment
1229,05-02-2026 to Practo,05-02-2026,Rs. 1229 debited from a/c ending XX1234 on 05-02-2026 to Practo. Avl Bal: Rs 15000.,Health
1867,Gaana,26-01-2026,Txn of INR 1867 done at Gaana on 26-01-2026 using UPI.,Entertainment
498,Spotify,21-01-2026,Acct XX999 debited by Rs 498 for Spotify on 21-01-2026.,Entertainment
2800,20-01-2026 to Zara,20-01-2026,Rs. 2800 debited from a/c ending XX1234 on 20-01-2026 to Zara. Avl Bal: Rs 15000.,Shopping
1378,Spencers,15-01-2026,Txn of INR 1378 done at Spencers on 15-01-2026 using UPI.,Groceries
1176,26-01-2026 to Apollo Pharmacy,26-01-2026,Rs. 1176 debited from a/c ending XX1234 on 26-01-2026 to Apollo Pharmacy. Avl Bal: Rs 15000.,Health
1507,IndiGo,04-02-2026,Paid Rs 1507 to IndiGo via UPI on 04-02-2026. Txn ID: 998877.,Travel
682,Hotstar,25-01-2026,Alert: You have spent Rs 682 at Hotstar on 25-01-2026. Clear bal: Rs. 1200.00,Entertainment
152,S,15-01-2026,Paid Rs 152 to SonyLIV via UPI on 15-01-2026. Txn ID: 998877.,Entertainment
574,Dmart,23-01-2026,UPI txn of Rs 574 to Dmart on 23-01-2026 is successful.,Groceries
188,Dr Lal P,12-01-2026,"Dear User, INR 188 spent on Dr Lal Pathlabs at 12-01-2026. Ref: 8932742.",Health
331,Netmeds,23-01-2026,Acct XX999 debited by Rs 331 for Netmeds on 23-01-2026.,Health
949,card ending 4455,03-02-2026,INR 949 charged on card ending 4455 at More Supermarket on 03-02-2026.,Groceries
1867,card ending 4455,28-01-2026,INR 1867 charged on card ending 4455 at Ola on 28-01-2026.,Travel
1464,Dominos,17-01-2026,Paid Rs 1464 to Dominos via UPI on 17-01-2026. Txn ID: 998877.,Food
1227,Blinkit,21-01-2026,You paid Rs 1227 at Blinkit via POS on 21-01-2026.,Groceries
1126,25-01-2026 to Gym Membership,25-01-2026,Rs. 1126 debited from a/c ending XX1234 on 25-01-2026 to Gym Membership. Avl Bal: Rs 15000.,Health
2739,Myntra,15-01-2026,Acct XX999 debited by Rs 2739 for Myntra on 15-01-2026.,Shopping
1854,Myntra,22-01-2026,UPI txn of Rs 1854 to Myntra on 22-01-2026 is successful.,Shopping
545,Spencers,30-01-2026,"Dear User, INR 545 spent on Spencers at 30-01-2026. Ref: 8932742.",Groceries
726,Shell Petrol,01-02-2026,Paid Rs 726 to Shell Petrol via UPI on 01-02-2026. Txn ID: 998877.,Travel
827,Metro,19-01-2026,Paid Rs 827 to Metro via UPI on 19-01-2026. Txn ID: 998877.,Travel
801,card ending 4455,18-01-2026,INR 801 charged on card ending 4455 at Cafe Coffee Day on 18-01-2026.,Food
1144,McD,24-01-2026,Acct XX999 debited by Rs 1144 for McDonalds on 24-01-2026.,Food
1845,11-01-2026 to Prime Video,11-01-2026,Rs. 1845 debited from a/c ending XX1234 on 11-01-2026 to Prime Video. Avl Bal: Rs 15000.,Entertainment
838,Ajio,13-01-2026,Txn of INR 838 done at Ajio on 13-01-2026 using UPI.,Shopping
1718,Prime Video,02-02-2026,You paid Rs 1718 at Prime Video via POS on 02-02-2026.,Entertainment
1738,Croma,06-02-2026,Acct XX999 debited by Rs 1738 for Croma on 06-02-2026.,Shopping
781,card ending 4455,09-02-2026,INR 781 charged on card ending 4455 at McDonalds on 09-02-2026.,Food
166,card ending 4455,05-02-2026,INR 166 charged on card ending 4455 at McDonalds on 05-02-2026.,Food
4658,Reliance Trends,25-01-2026,Txn of INR 4658 done at Reliance Trends on 25-01-2026 using UPI.,Shopping
1403,card ending 4455,06-02-2026,INR 1403 charged on card ending 4455 at Subway on 06-02-2026.,Food
1942,Spencers,06-02-2026,Acct XX999 debited by Rs 1942 for Spencers on 06-02-2026.,Groceries
1169,card ending 4455,15-01-2026,INR 1169 charged on card ending 4455 at Gaana on 15-01-2026.,Entertainment
1101,card ending 4455,30-01-2026,INR 1101 charged on card ending 4455 at Zomato on 30-01-2026.,Food
